product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,manufacturing_cost,price_to_cost_ratio,estimated_units_sold,brand,brand_tier,category_complexity,price_segment,seasonal_relevance,is_new_release,value_ratio,price_elasticity,category_median_price,price_to_category_median_ratio,brand_avg_price,price_to_brand_avg_ratio,rating_x_count,discount_to_margin_ratio,premium_complexity,Unnamed: 25,Unnamed: 26
AmazonBasics 3 Feet High Speed HDMI Male to Female 2.0 Extension Cable,Home Entertainment,229.0,602.63,62,4.3,12835,147.17,1.56,641750,,,,,,,,,,,,,55190.5,3.974104224088199,,,
7SEVEN® Compatible Lg Smart Tv Remote Suitable for Any LG LED OLED LCD UHD Plasma Android Television and AKB75095303 replacement of Original Lg Tv Remote Control,Home Entertainment,349.0,601.72,42,4.2,284,224.29,1.56,14200,,,,,,,,,,,,,1192.8,2.692135119543619,,,
"AmazonBasics 3.5mm to 2-Male RCA Adapter Cable For Tablet, Smartphone (Black, 15 feet)",Home Entertainment,489.0,1192.68,59,4.4,69538,314.27,1.56,3476900,,,,,,,,,,,,,305967.2,3.7818088584065124,,,
"Wayona Usb Type C 65W 6Ft/2M Long Fast Charging Cable Compatible For Samsung S22 S20 Fe S21 Ultra A33 A53 A01 A73 A70 A51 M33 M53 M51 M31(2M, Black)",Computers,399.0,997.5,60,4.3,2806,255.72,1.56,112240,,,,,,,,,949.0,0.4204425711275026,,,12065.8,3.845907313633741,,,
"Saifsmart Outlet Wall Mount Hanger Holder for Dot 3rd Gen, Compact Bracket Case Plug and Built-in Cable Management for Kitchen Bathroom, Bedroom (Black)",Home Audio,349.0,1292.59,73,4.0,3295,234.26,1.49,164750,,,,,,,,,,,,,13180.0,4.89900006710959,,,
"MI 2-in-1 USB Type C Cable (Micro USB to Type C) 30cm for Smartphone, Headphone, Laptop (White)",Computers,179.0,298.33,40,3.9,81,114.72,1.56,3240,,,,,,,,,949.0,0.1886195995785037,,,315.9,2.563938209089161,,,
"AmazonBasics New Release ABS USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad Tablet (3-Ft, White)",Computers,689.0,1497.83,54,4.2,42301,441.58,1.56,1692040,,,,,,,,,949.0,0.726027397260274,,,177664.2,3.461316582270367,,,
"pTron Solero 331 3.4Amps Multifunction Fast Charging Cable, 3-in-1 USB Cable Micro USB/Type-C/iOS, Made in India, Durable & Strong & Tangle-free 118cm in Length (Black)",Computers,249.0,922.22,73,3.9,1075,159.58,1.56,43000,,,,,,,,,949.0,0.2623814541622761,,,4192.5,4.6791872315877185,,,
"10k 8k 4k HDMI Cable, Certified 48Gbps 1ms Ultra High Speed HDMI 2.1 Cable 4k 120Hz 144Hz 2k 165Hz 8k 60Hz Dynamic HDR ARC eARC DTS:X Compatible for Mac Gaming PC Soundbar TV Monitor Laptop PS5 4 Xbox",Home Entertainment,999.0,2378.57,58,4.6,3664,642.04,1.56,183200,,,,,,,,,,,,,16854.399999999998,3.717710403179283,,,
LRIPL Compatible Sony Bravia LCD/led Remote Works with Almost All Sony led/LCD tv's,Home Entertainment,399.0,399.0,0,3.9,1951,256.43,1.56,97550,,,,,,,,,,,,,7608.9,0.0,,,
"boAt Type-c A400 Type-c to USB A Cable for All Type C Phones (Lg nexus 5x), 1Mtr(Black)",Computers,349.0,698.0,50,4.3,20850,223.67,1.56,834000,,,,,,,,,949.0,0.3677555321390938,,,89655.0,3.204922761361451,,,
"Zoul Type C to Type C Fast Charging Cable 65W 2M/6ft USB C Nylon Braided Cord Compatible with MacBook Oneplus 9 9R Samsung Galaxy S21 Ultra S20+ (2M, Black)",Computers,399.0,1108.33,64,4.1,2685,255.72,1.56,107400,,,,,,,,,949.0,0.4204425711275026,,,11008.499999999998,4.102301134542658,,,
"TP-LINK AC1300 Archer T3U Plus High Gain USB 3.0 Wi-Fi Dongle, Wireless Dual Band MU-MIMO WiFi Adapter with High Gain Antenna, Supports Windows 11/10/8.1/8/7/XP/MacOS",Computers,1699.0,2980.7,43,4.4,24780,1088.89,1.56,991200,,,,,,,,,949.0,1.790305584826133,,,109032.00000000001,2.7562335747708477,,,
"LRIPL Mi Remote Control with Netflix & Prime Video Button Compatible for Mi 4X LED Android Smart TV 4A Remote Control (32""/43"") with Voice Command (Pairing Required)",Home Entertainment,655.0,1091.67,40,3.2,285,420.95,1.56,14250,,,,,,,,,,,,,912.0,2.563938209089161,,,
"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers,749.0,1337.5,44,4.2,179692,480.03,1.56,7187680,,,,,,,,,949.0,0.7892518440463646,,,754706.4,2.820332029998077,,,
Airtel DigitalTV DTH Remote SD/HD/HD Recording Compatible for Television (Shining Black ),Home Entertainment,195.0,500.0,61,3.7,1383,125.32,1.56,69150,,,,,,,,,,,,,5117.1,3.9100057688609704,,,
"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, MFi Certified Charger for Apple iPhone, iPad, Silver, 6-Ft",Computers,999.0,2081.25,52,4.5,5492,640.26,1.56,219680,,,,,,,,,949.0,1.0526870389884089,,,24714.0,3.333119671815909,,,
"Ambrane Fast 100W Output Cable with Type-C to Type-C for Mobile, Laptop, Macbook & Table Charging, 480mbps Data Sync Speed, Braided Cable, 1.5m Length (ABCC-100, Black-Grey)",Computers,499.0,891.07,44,4.2,919,319.81,1.56,36760,,,,,,,,,949.0,0.5258166491043204,,,3859.8,2.820332029998077,,,
"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",Home Entertainment,416.0,599.0,31,4.2,30023,267.35,1.56,1501150,,,,,,,,,,,,,126096.6,1.9870521120440996,,,
"Duracell Type-C To Micro 1.2M braided Sync & Charge Cable, USB C to Micro Fast Charge Compatible for fast data transmission (Black)",Computers,368.0,694.34,47,4.2,387,235.85,1.56,15480,,,,,,,,,949.0,0.3877766069546891,,,1625.4,3.012627395679764,,,
"Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31s M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (1M, Grey)",Computers,339.0,1093.55,69,4.3,974,217.26,1.56,38960,,,,,,,,,949.0,0.357218124341412,,,4188.2,4.4227934106788025,,,
MI Xiaomi USB Type C HYperCharge Cable 6A 100cm Sturdy and Durable Black Supports 120W HyperCharging,Computers,499.0,1313.16,62,4.3,30411,319.81,1.56,1216440,,,,,,,,,949.0,0.5258166491043204,,,130767.29999999999,3.974104224088199,,,
GENERIC Ultra-Mini Bluetooth CSR 4.0 USB Dongle Adapter for Windows Computer ( Black:Golden),Computers,249.0,399.0,38,3.4,4642,159.58,1.56,185680,,,,,,,,,949.0,0.2623814541622761,,,15782.8,2.435741298634703,,,
7SEVEN® Compatible for Tata Sky Remote Original Set Top HD Box and Suitable for SD Tata Play setup Box Remote Control,Home Entertainment,399.0,798.0,50,4.3,12,256.43,1.56,600,,,,,,,,,,,,,51.599999999999994,3.204922761361451,,,
"Belkin Apple Certified Lightning To Type C Cable, Fast Charging For Iphone, Ipad, Air Pods, 3.3 Feet (1 Meters)    White",Computers,1499.0,1999.0,25,4.4,1951,960.71,1.56,78040,,,,,,,,,949.0,1.5795574288724974,,,8584.400000000001,1.6024613806807255,,,
"ZEBRONICS HAA2021 HDMI version 2.1 cable with 8K @ 60Hz, 4K @ 120Hz, eARC & CEC support, 3D compatible, 2 meters length, 48Gbps max and Gold-plated connectors",Home Entertainment,637.0,1516.67,58,4.1,24,409.39,1.56,1200,,,,,,,,,,,,,98.39999999999999,3.717710403179283,,,
7SEVEN® Compatible for Sony Bravia LCD LED UHD OLED QLED 4K Ultra HD TV remote control with YouTube and NETFLIX Hotkeys. Universal Replacement for Original Sony Smart Android tv Remote Control,Home Entertainment,399.0,906.82,56,3.9,254,256.43,1.56,12700,,,,,,,,,,,,,990.6,3.589513492724825,,,
AmazonBasics Digital Optical Coax to Analog RCA Audio Converter Adapter with Fiber Cable,Home Entertainment,1089.0,1600.0,32,4.0,3565,699.88,1.56,178250,,,,,,,,,,,,,14260.0,2.051150567271329,,,
